Title,Genre,Description
Baba,"Action, Drama, Fantasy            ","    Baba (Rajini) an atheist, by a twist of fate, acquires magical powers from a divine source and takes on crooked politicians."
Dhammu,"Action, Drama            ",    An orphan gets adopted by a rich and powerful family looking for a heir. But the family has a dark violent past due to dispute with a rival family. What will he do when the fate of his village depends on him?
Ramayya Vastavayya,"Action, Drama            ",    Nandu a happy go lucky boy falls in love with Akarsha (Samantha) only to avenge his fiance's death.
NTR: Kathanayakudu,"Biography, Drama            ","    Based on the journey of the legendary Telugu actor, filmmaker and ex-Chief Minister Late Taraka Rama Rao Nandamuri."
Chirutha,Action            ,"    The consequences that follow after the love between hero and heroine, when they accidentally fall in love on an island."
Thaandavam,"Action, Thriller            ",    A blind man with his 'Echolocation' power takes on a revenge mission.
Athidhi,Action            ,    Athidi(Mahesh Babu) is falsely convicted for killing his adopted parents and goes to jail for 13 years and when he comes back he loves Amrita (Amrita Rao) unaware that she is the daughter of his adopted parents.
Kshana Kshanam,"Comedy, Crime, Drama            ",    A high-profile bank robbery in the city wreaks havoc in the life of an unsuspecting regular young woman when she's caught in the line of fire between the villains and the police.
Penguin,"Drama, Mystery, Thriller            ",    It is a spine chilling tale of a pregnant mother who sets out on a dangerous mission to unravel the mystery and save her loved ones.
Rudra Veena,"Drama, Musical            ",    A classical singer believes in changing society through his music and will power.
Legend,"Action, Drama            ","    Jeetendra (Jagapati Babu) is a power hungry and cruel man from Rayalaseema to whom killing comes very easy. In the process, he commits a crime and learns about the most powerful and ...                See full summary »"
Annamayya,"Biography, History, Musical            ","    A cinematic version of the life of famous Indian saint-poet, Annamayya."
Badrinath,Action            ,    A skilled warrior and the protector of Badrinath temple finds his loyalties divided while trying to revive an agnostic's faith in God.
Nenu Local,"Action, Comedy, Romance            ","    A happy-go-lucky man accidentally falls in love with a woman whose father despises him. To further complicate matters, his lover has another suitor, who is deemed more worthy of her."
Oh Baby...,"Comedy, Drama, Fantasy            ","    A seventy-year-old woman, Savitri aka 'Baby' gets a second chance to relive her youth when gets transported into the body of a 20-year-old girl and embarks on an exuberant journey of rediscovering herself."
Sketch,Action            ,    A car hijacker from a local gang gets into a problem after stealing a car.
Hello Guru Prema Kosame,"Comedy, Romance            ","    After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city."
Rabhasa,"Action, Comedy            ","    Karthik's mother wants him to marry Indu, the daughter of her brother, Dhananjay. However, when his father goes to Dhananjay's house, he is insulted. Agitated, Karthik decides to seek revenge."
Sainikudu,Action            ,    Siddharth and his friends rescue a village in Warangal from severe floods. Sidhartha is convinced that Govt will give some relief package to the flood effected. Some time later he realizes ...                See full summary »
Ishq,"Comedy, Romance            ",    Priya falls in love with rahul during a delayed flight journey but realizes that he and her brother share a past
Arjun,Action            ,    A young man risks his life to guarantee his twin sister's happiness and protect her from murderous in-laws.
Badri,"Comedy, Drama, Romance            ","    Badri (Pawan Kalyan) is an ad agency director whose parents are settled in the USA. He has a love called Vennela (Renu Desai), who is a close family friend of Badri's family. Their parents want these two to tie the knot."
Krishnarjuna,"Comedy, Drama, Romance            ","    An astrologer's advice forces Pedababu to fix his sister's wedding to Arjun, an orphan, so that he can be killed, and she can be married to a rich man. However, Lord Krishna comes to Arjun's rescue."
Hello,"Action, Romance            ","    Avinash (Akhil Akkineni) in his childhood meets a girl (Kalyani Priyadarshan as Junnu) and believes that she is his soulmate, and patiently waits to come across her even after growing into an adult. Will they meet again?"
Saleem,"Action, Comedy            ",    Saleem is a 2009 Telugu film directed by YVS Chowdary (of Devdas fame). Graphics are the main attraction of the movie. The movie starts with Saleem (Vishnu Manchu) beating up baddies in a ...                See full summary »
Nijam,Action            ,    A young man is guided by his mother in a methodical manner to avenge his father against the perpetrators who falsely accused and killed him.
Bruce Lee: The Fighter,"Action, Comedy            ",    A stuntman is mistaken for a police officer by an idealistic woman and begins fighting crime on behalf of the police.
MCA Middle Class Abbayi,"Action, Comedy            ","    A youngster tries to protect his sister-in-law, a transport official, from a dreaded goon who runs an illegal road transport business."
Ee Nagaraniki Emaindi,"Comedy, Drama            ","    The story is based on four childhood friends who go on a trip to Goa. Each have their own dream careers, and collaborate to make a short film."
